original_split,original_image_path,original_label_path,quarantine_image_path,quarantine_label_path,image_sha256,label_sha256,reason
train,data/vision/solar_panel_defects/train/images/Dust-193-_jpg.rf.03ff577ea5ff286f427ee0340664b247.jpg,data/vision/solar_panel_defects/train/labels/Dust-193-_jpg.rf.03ff577ea5ff286f427ee0340664b247.txt,data/vision/quarantine/empty_labels/train/images/Dust-193-_jpg.rf.03ff577ea5ff286f427ee0340664b247.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-193-_jpg.rf.03ff577ea5ff286f427ee0340664b247.txt,922035042172290ad3f913500fcbfd1ee9044dbedda4220daf8596aa24d41ec5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
train,data/vision/solar_panel_defects/train/images/Dust-20-_jpg.rf.13ec0d8b49313a34bb44b4e8afe64880.jpg,data/vision/solar_panel_defects/train/labels/Dust-20-_jpg.rf.13ec0d8b49313a34bb44b4e8afe64880.txt,data/vision/quarantine/empty_labels/train/images/Dust-20-_jpg.rf.13ec0d8b49313a34bb44b4e8afe64880.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-20-_jpg.rf.13ec0d8b49313a34bb44b4e8afe64880.txt,45bff5d0915303ae6baba4c5f0a77fcb7b384541aa1b9fdfade7be3c74fa2ecf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
train,data/vision/solar_panel_defects/train/images/Dust-32-_jpg.rf.268ff39b4fa7b3fc19681187462e335b.jpg,data/vision/solar_panel_defects/train/labels/Dust-32-_jpg.rf.268ff39b4fa7b3fc19681187462e335b.txt,data/vision/quarantine/empty_labels/train/images/Dust-32-_jpg.rf.268ff39b4fa7b3fc19681187462e335b.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-32-_jpg.rf.268ff39b4fa7b3fc19681187462e335b.txt,ce9b07764fae6d3d5776a5e1aed322da046cdc2913255617bf817c847eedf584,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
train,data/vision/solar_panel_defects/train/images/Dust-34-_jpg.rf.37ccb40410a6274624e5739f99016a37.jpg,data/vision/solar_panel_defects/train/labels/Dust-34-_jpg.rf.37ccb40410a6274624e5739f99016a37.txt,data/vision/quarantine/empty_labels/train/images/Dust-34-_jpg.rf.37ccb40410a6274624e5739f99016a37.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-34-_jpg.rf.37ccb40410a6274624e5739f99016a37.txt,1e4eb9e01d76653f49ea88a13aac924e4a8030dfe526e00e93869d042a23f05d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
train,data/vision/solar_panel_defects/train/images/Dust-36-_jpg.rf.c9df30e89235e8015adfc90040ab7aa5.jpg,data/vision/solar_panel_defects/train/labels/Dust-36-_jpg.rf.c9df30e89235e8015adfc90040ab7aa5.txt,data/vision/quarantine/empty_labels/train/images/Dust-36-_jpg.rf.c9df30e89235e8015adfc90040ab7aa5.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-36-_jpg.rf.c9df30e89235e8015adfc90040ab7aa5.txt,f4e0b11a41b240fdfdc29991261684e4bba48f206c2fd26a4cd8ca2beabad931,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
train,data/vision/solar_panel_defects/train/images/Dust-5-_jpg.rf.a636155b675226269754b1a2155fb2dd.jpg,data/vision/solar_panel_defects/train/labels/Dust-5-_jpg.rf.a636155b675226269754b1a2155fb2dd.txt,data/vision/quarantine/empty_labels/train/images/Dust-5-_jpg.rf.a636155b675226269754b1a2155fb2dd.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-5-_jpg.rf.a636155b675226269754b1a2155fb2dd.txt,fac27df2e11cf1c06b7de031a5fe728e5728db44d89d4bab8602019d7d19668a,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
train,data/vision/solar_panel_defects/train/images/Dust-55-_jpg.rf.3a80148798e99fde14de1dc96655f7a2.jpg,data/vision/solar_panel_defects/train/labels/Dust-55-_jpg.rf.3a80148798e99fde14de1dc96655f7a2.txt,data/vision/quarantine/empty_labels/train/images/Dust-55-_jpg.rf.3a80148798e99fde14de1dc96655f7a2.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-55-_jpg.rf.3a80148798e99fde14de1dc96655f7a2.txt,e4bdda85880eaf399db7c90b69cd8eee9902c4c9b08b7c3628d501cbbedade37,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
train,data/vision/solar_panel_defects/train/images/Dust-71-_jpg.rf.92ee532fc26a7dd85dd9ab206ae41be0.jpg,data/vision/solar_panel_defects/train/labels/Dust-71-_jpg.rf.92ee532fc26a7dd85dd9ab206ae41be0.txt,data/vision/quarantine/empty_labels/train/images/Dust-71-_jpg.rf.92ee532fc26a7dd85dd9ab206ae41be0.jpg,data/vision/quarantine/empty_labels/train/labels/Dust-71-_jpg.rf.92ee532fc26a7dd85dd9ab206ae41be0.txt,98708646ef1122698524df347b9d04c496d6d92560785763b995c4d1c792b8e9,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
val,data/vision/solar_panel_defects/valid/images/Bird-83-_jpg.rf.61ec6639bc533dc2a0c0aeea865e0f12.jpg,data/vision/solar_panel_defects/valid/labels/Bird-83-_jpg.rf.61ec6639bc533dc2a0c0aeea865e0f12.txt,data/vision/quarantine/empty_labels/valid/images/Bird-83-_jpg.rf.61ec6639bc533dc2a0c0aeea865e0f12.jpg,data/vision/quarantine/empty_labels/valid/labels/Bird-83-_jpg.rf.61ec6639bc533dc2a0c0aeea865e0f12.txt,6a222e7bdbbc066bebb814d242c690a1206805441715683b0aa5092f4ccc05c2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
val,data/vision/solar_panel_defects/valid/images/Cleaan-122-_jpg.rf.e0ebbdac36f56b2621f6117fec33da61.jpg,data/vision/solar_panel_defects/valid/labels/Cleaan-122-_jpg.rf.e0ebbdac36f56b2621f6117fec33da61.txt,data/vision/quarantine/empty_labels/valid/images/Cleaan-122-_jpg.rf.e0ebbdac36f56b2621f6117fec33da61.jpg,data/vision/quarantine/empty_labels/valid/labels/Cleaan-122-_jpg.rf.e0ebbdac36f56b2621f6117fec33da61.txt,f72c4eb3cc8b0fa292006065ebf11871cb492372f9971977e69e39032c557616,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
val,data/vision/solar_panel_defects/valid/images/Dust-117-_jpg.rf.a3633ef8f78750680dda27d97fe13046.jpg,data/vision/solar_panel_defects/valid/labels/Dust-117-_jpg.rf.a3633ef8f78750680dda27d97fe13046.txt,data/vision/quarantine/empty_labels/valid/images/Dust-117-_jpg.rf.a3633ef8f78750680dda27d97fe13046.jpg,data/vision/quarantine/empty_labels/valid/labels/Dust-117-_jpg.rf.a3633ef8f78750680dda27d97fe13046.txt,ac266b53407dda6c9523cca71bf14618dbef1793b7cac4ac7f85e93aebd70932,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
val,data/vision/solar_panel_defects/valid/images/Dust-167-_jpg.rf.443c6d6f913108c2f5bcde9832a42662.jpg,data/vision/solar_panel_defects/valid/labels/Dust-167-_jpg.rf.443c6d6f913108c2f5bcde9832a42662.txt,data/vision/quarantine/empty_labels/valid/images/Dust-167-_jpg.rf.443c6d6f913108c2f5bcde9832a42662.jpg,data/vision/quarantine/empty_labels/valid/labels/Dust-167-_jpg.rf.443c6d6f913108c2f5bcde9832a42662.txt,3cbc54ee6ff800148b3376c4e4e4b4eba71983d6628f48b921ae4b98476c0d85,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
val,data/vision/solar_panel_defects/valid/images/Dust-168-_jpg.rf.2da28127e9b56d4b6814649b5b691abc.jpg,data/vision/solar_panel_defects/valid/labels/Dust-168-_jpg.rf.2da28127e9b56d4b6814649b5b691abc.txt,data/vision/quarantine/empty_labels/valid/images/Dust-168-_jpg.rf.2da28127e9b56d4b6814649b5b691abc.jpg,data/vision/quarantine/empty_labels/valid/labels/Dust-168-_jpg.rf.2da28127e9b56d4b6814649b5b691abc.txt,83593d65b2d1dad6687927ae0574ed7c4df43fc64a7119781047e961c49015a1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
test,data/vision/solar_panel_defects/test/images/Bird-133-_jpg.rf.23109a7c66a3540edc28eb558d599f6d.jpg,data/vision/solar_panel_defects/test/labels/Bird-133-_jpg.rf.23109a7c66a3540edc28eb558d599f6d.txt,data/vision/quarantine/empty_labels/test/images/Bird-133-_jpg.rf.23109a7c66a3540edc28eb558d599f6d.jpg,data/vision/quarantine/empty_labels/test/labels/Bird-133-_jpg.rf.23109a7c66a3540edc28eb558d599f6d.txt,9cc6c52f333414e3a0001dd61ea56a92cfb6210105cec825bab4126001f0ff77,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
test,data/vision/solar_panel_defects/test/images/Cleaan-73-_jpg.rf.f04b0905acc8e36da984c01abc5d196c.jpg,data/vision/solar_panel_defects/test/labels/Cleaan-73-_jpg.rf.f04b0905acc8e36da984c01abc5d196c.txt,data/vision/quarantine/empty_labels/test/images/Cleaan-73-_jpg.rf.f04b0905acc8e36da984c01abc5d196c.jpg,data/vision/quarantine/empty_labels/test/labels/Cleaan-73-_jpg.rf.f04b0905acc8e36da984c01abc5d196c.txt,21db94acc22f058a91fa9d5ec46b228bf526b9593742e4821e99f35130463669,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Visible solar panels with empty annotation; cannot safely treat as background because clean is an object class.
